,locality,category_main_cb,furnished,object_type,parking_lots,price_summary_unit_cb,locality_street_id,terrace,balcony,locality_district_id,locality_ward_id,loggia,category_sub_cb,building_type,elevator,locality_gps_lat,basin,locality_region_id,category_type_cb,hash_id,cellar,object_kind,locality_gps_lon,usable_area,locality_quarter_id,ownership,locality_municipality_id,low_energy,easy_access,building_condition,locality_country_id,garage,room_count_cb,energy_efficiency_rating_cb,price_summary_czk,garden_area,estate_area
0,"Maiselova, Praha 1 - Josefov",1.0,2.0,0.0,0.0,2.0,120458.0,0.0,1.0,5001.0,8722.0,0.0,4.0,2.0,1.0,50.0887985,0.0,10.0,2.0,3052151884.0,0.0,0.0,14.4182692,80.0,87.0,1.0,3468.0,0.0,0.0,1.0,112.0,0.0,0.0,7.0,35000.0,,
1,"Opatovická, Praha 1 - Nové Město",1.0,3.0,0.0,0.0,2.0,121234.0,1.0,1.0,5001.0,14959.0,1.0,7.0,2.0,1.0,50.079277662432,0.0,10.0,2.0,1972176204.0,0.0,0.0,14.4162845387032,117.0,87.0,1.0,3468.0,0.0,0.0,9.0,112.0,0.0,0.0,3.0,49500.0,,
2,"Grafická, Praha 5 - Smíchov",1.0,1.0,0.0,1.0,2.0,119641.0,1.0,0.0,5005.0,13687.0,0.0,4.0,2.0,1.0,50.0730177110126,1.0,10.0,2.0,3051844940.0,1.0,0.0,14.3972641622552,98.0,97.0,1.0,3468.0,1.0,1.0,6.0,112.0,1.0,0.0,1.0,32500.0,,
3,"Holečkova, Praha 5 - Košíře",1.0,1.0,0.0,0.0,2.0,119726.0,0.0,0.0,5005.0,13688.0,0.0,4.0,2.0,2.0,50.0739593477025,0.0,10.0,2.0,2882262348.0,0.0,0.0,14.3945719215067,50.0,97.0,1.0,3468.0,0.0,0.0,1.0,112.0,0.0,1.0,7.0,33000.0,,
4,"Na zátorách, Praha 7 - Holešovice",1.0,1.0,0.0,0.0,2.0,120960.0,0.0,1.0,5007.0,14951.0,0.0,47.0,7.0,1.0,50.1080921844521,0.0,10.0,2.0,1899284572.0,0.0,0.0,14.4372164034094,16.0,113.0,1.0,3468.0,0.0,1.0,1.0,112.0,0.0,0.0,0.0,10158.0,,
5,"Na zátorách, Praha 7 - Holešovice",1.0,1.0,0.0,0.0,2.0,120960.0,0.0,0.0,5007.0,14951.0,0.0,2.0,7.0,1.0,50.1080921844521,0.0,10.0,2.0,2159340636.0,0.0,0.0,14.4372164034094,15.0,113.0,1.0,3468.0,0.0,1.0,6.0,112.0,0.0,0.0,0.0,15573.0,,
6,"Na zátorách, Praha 7 - Holešovice",1.0,1.0,0.0,0.0,2.0,120960.0,0.0,0.0,5007.0,14951.0,0.0,2.0,7.0,1.0,50.1080921844521,0.0,10.0,2.0,1300556892.0,0.0,0.0,14.4372164034094,15.0,113.0,1.0,3468.0,0.0,1.0,1.0,112.0,0.0,0.0,0.0,15388.0,,
7,"Na zátorách, Praha 7 - Holešovice",1.0,1.0,0.0,0.0,2.0,120960.0,0.0,0.0,5007.0,14951.0,0.0,47.0,7.0,1.0,50.1080921844521,0.0,10.0,2.0,1494280540.0,0.0,0.0,14.4372164034094,16.0,113.0,1.0,3468.0,0.0,1.0,1.0,112.0,0.0,0.0,0.0,9358.0,,
8,"Olšanské náměstí, Praha - Žižkov",1.0,1.0,0.0,0.0,2.0,121228.0,0.0,0.0,5003.0,14971.0,0.0,3.0,2.0,1.0,50.0821514224534,0.0,10.0,2.0,2617775436.0,0.0,0.0,14.4591543904628,34.0,89.0,1.0,3468.0,0.0,0.0,1.0,112.0,0.0,0.0,0.0,17000.0,,
9,"Varšavská, Praha 2 - Vinohrady",1.0,0.0,0.0,0.0,2.0,122643.0,0.0,1.0,5002.0,14967.0,0.0,4.0,2.0,1.0,50.0721963,0.0,10.0,2.0,1380922700.0,0.0,0.0,14.4398185,55.0,88.0,1.0,3468.0,0.0,0.0,6.0,112.0,1.0,0.0,7.0,32700.0,,
10,"Soukalova, Praha 4 - Modřany",1.0,2.0,0.0,1.0,2.0,124981.0,1.0,0.0,5004.0,13681.0,0.0,6.0,7.0,1.0,50.0046168210481,0.0,10.0,2.0,3459609932.0,0.0,0.0,14.4151085608958,75.0,92.0,2.0,3468.0,0.0,0.0,1.0,112.0,0.0,0.0,0.0,24000.0,,
11,"Na Bučance, Praha 4 - Nusle",1.0,2.0,0.0,1.0,2.0,120630.0,1.0,0.0,5004.0,14960.0,0.0,6.0,7.0,1.0,50.0623588251475,0.0,10.0,2.0,1310135628.0,0.0,0.0,14.4263489600851,104.0,90.0,1.0,3468.0,0.0,0.0,1.0,112.0,0.0,0.0,7.0,49000.0,,
12,"Krakovská, Praha 1 - Nové Město",1.0,2.0,0.0,1.0,2.0,120248.0,1.0,0.0,5001.0,14959.0,0.0,8.0,2.0,1.0,50.0776596069336,0.0,10.0,2.0,4064093516.0,0.0,0.0,14.4269599914551,214.0,87.0,1.0,3468.0,0.0,0.0,1.0,112.0,0.0,0.0,3.0,68000.0,,
13,"Povltavská, Praha 7 - Troja",1.0,2.0,0.0,0.0,2.0,122682.0,0.0,1.0,5007.0,14965.0,0.0,6.0,2.0,2.0,50.1115473964404,0.0,10.0,2.0,82367820.0,1.0,0.0,14.4641323401987,110.0,114.0,1.0,3468.0,0.0,2.0,1.0,112.0,1.0,0.0,2.0,45000.0,,
14,"Korunní, Praha 10 - Vinohrady",1.0,1.0,0.0,0.0,2.0,121321.0,0.0,1.0,5010.0,14967.0,0.0,6.0,2.0,1.0,50.0753195209819,0.0,10.0,2.0,4061844812.0,1.0,0.0,14.4566245756549,95.0,132.0,1.0,3468.0,0.0,2.0,2.0,112.0,1.0,0.0,3.0,36500.0,,
15,"Baranova, Praha 3 - Žižkov",1.0,1.0,0.0,0.0,2.0,119252.0,1.0,0.0,5003.0,14971.0,0.0,4.0,7.0,1.0,50.0797615240437,0.0,10.0,2.0,4086695244.0,0.0,0.0,14.4576202533386,97.0,89.0,1.0,3468.0,0.0,0.0,1.0,112.0,0.0,0.0,7.0,26500.0,,
16,"Nad Ryšánkou, Praha 4 - Krč",1.0,1.0,0.0,0.0,2.0,143083.0,1.0,0.0,5004.0,13676.0,0.0,6.0,7.0,1.0,50.0385485307397,0.0,10.0,2.0,1866691916.0,1.0,0.0,14.4280671978134,91.0,90.0,1.0,3468.0,0.0,0.0,1.0,112.0,1.0,0.0,2.0,45000.0,,
17,"Provaznická, Praha 1 - Staré Město",1.0,0.0,0.0,0.0,2.0,121567.0,0.0,0.0,5001.0,13674.0,0.0,7.0,2.0,1.0,50.085335,0.0,10.0,2.0,3723302220.0,0.0,0.0,14.423527,90.0,87.0,2.0,3468.0,0.0,0.0,1.0,112.0,0.0,0.0,7.0,38000.0,,
18,"Kořenského, Praha 5 - Smíchov",1.0,3.0,0.0,0.0,2.0,120210.0,0.0,1.0,5005.0,13687.0,0.0,9.0,2.0,1.0,50.076243613,0.0,10.0,2.0,4112913740.0,1.0,0.0,14.4077070004,126.0,97.0,1.0,3468.0,0.0,0.0,1.0,112.0,0.0,0.0,7.0,42000.0,,
19,"Sokolovská, Praha 8 - Karlín",1.0,1.0,0.0,0.0,2.0,121881.0,0.0,0.0,5008.0,13707.0,0.0,4.0,2.0,1.0,50.0948090911476,0.0,10.0,2.0,1970181452.0,0.0,0.0,14.4555157364803,44.0,115.0,1.0,3468.0,0.0,0.0,6.0,112.0,0.0,0.0,0.0,24000.0,,
20,"Jihlavská, Praha 4 - Michle",1.0,3.0,0.0,0.0,2.0,119912.0,0.0,0.0,5004.0,14958.0,0.0,2.0,5.0,1.0,50.0431840376,0.0,10.0,2.0,3463718220.0,0.0,0.0,14.4606474165,24.0,90.0,1.0,3468.0,0.0,0.0,2.0,112.0,0.0,0.0,7.0,13000.0,,
21,"Na Slupi, Praha 2 - Vyšehrad",1.0,1.0,0.0,0.0,2.0,120847.0,0.0,0.0,5002.0,8723.0,0.0,2.0,7.0,2.0,50.067993,0.0,10.0,2.0,288716108.0,0.0,0.0,14.421197,25.0,88.0,1.0,3468.0,0.0,0.0,9.0,112.0,0.0,0.0,7.0,12000.0,,
22,"U nových domů II, Praha 4 - Krč",1.0,2.0,0.0,0.0,2.0,122314.0,0.0,0.0,5004.0,13676.0,0.0,4.0,2.0,1.0,50.046543,0.0,10.0,2.0,3948348748.0,1.0,0.0,14.441676,49.0,90.0,2.0,3468.0,0.0,0.0,1.0,112.0,0.0,0.0,7.0,17500.0,582.0,
23,"Hrusická, Praha 4 - Záběhlice",1.0,1.0,0.0,0.0,2.0,119777.0,0.0,0.0,5004.0,14970.0,0.0,7.0,2.0,1.0,50.0474499546699,0.0,10.0,2.0,2822927692.0,1.0,0.0,14.4848494519639,74.0,90.0,1.0,3468.0,0.0,0.0,1.0,112.0,0.0,0.0,3.0,22900.0,,
24,"Smržových, Praha 9 - Vysočany",1.0,2.0,0.0,0.0,2.0,5197054.0,0.0,1.0,5009.0,14969.0,0.0,4.0,7.0,1.0,50.1094276014495,0.0,10.0,2.0,641037644.0,1.0,0.0,14.5182759999668,58.0,119.0,1.0,3468.0,0.0,0.0,6.0,112.0,1.0,0.0,1.0,21000.0,,
25,"Lucemburská, Praha 3 - Žižkov",1.0,1.0,0.0,0.0,2.0,120422.0,0.0,0.0,5003.0,14971.0,0.0,4.0,7.0,1.0,50.0791997019965,0.0,10.0,2.0,1983214924.0,0.0,0.0,14.4553302158586,40.0,89.0,1.0,3468.0,0.0,0.0,1.0,112.0,0.0,0.0,7.0,18000.0,,
26,"Umělecká, Praha 7 - Holešovice",1.0,1.0,0.0,0.0,2.0,122483.0,0.0,0.0,5007.0,14951.0,1.0,4.0,2.0,1.0,50.101619720459,0.0,10.0,2.0,3862263116.0,1.0,0.0,14.428279876709,50.0,113.0,1.0,3468.0,0.0,0.0,9.0,112.0,0.0,0.0,4.0,19000.0,,
27,"Střížkovská, Praha 8 - Střížkov",1.0,3.0,0.0,0.0,2.0,121971.0,1.0,0.0,5008.0,14964.0,0.0,4.0,7.0,1.0,50.1237317104068,0.0,10.0,2.0,3696063820.0,0.0,0.0,14.4835188480405,91.0,115.0,1.0,3468.0,0.0,1.0,6.0,112.0,0.0,0.0,0.0,26000.0,,
28,"Dřevná, Praha 2 - Nové Město",1.0,2.0,0.0,0.0,2.0,119537.0,0.0,1.0,5002.0,14959.0,0.0,9.0,2.0,1.0,50.0715620482788,0.0,10.0,2.0,979666252.0,0.0,0.0,14.4147408539515,150.0,88.0,1.0,3468.0,0.0,0.0,1.0,112.0,0.0,3.0,7.0,98000.0,,
29,"Na okraji, Praha 6 - Veleslavín",1.0,3.0,0.0,0.0,2.0,120773.0,0.0,0.0,5006.0,13696.0,0.0,2.0,7.0,1.0,50.0894605556,0.0,10.0,2.0,1792570700.0,0.0,0.0,14.3407033333,34.0,107.0,1.0,3468.0,0.0,0.0,1.0,112.0,0.0,0.0,7.0,17000.0,,
30,"Laubova, Praha 3 - Vinohrady",1.0,1.0,0.0,1.0,1.0,120337.0,0.0,0.0,5003.0,14967.0,0.0,8.0,2.0,1.0,50.0791484378176,0.0,10.0,2.0,2762913100.0,0.0,0.0,14.4500636847002,56.0,89.0,1.0,3468.0,0.0,0.0,1.0,112.0,0.0,0.0,7.0,124800.0,,
31,"Rašínovo nábřeží, Praha 2 - Nové Město",1.0,1.0,0.0,0.0,2.0,122977.0,0.0,0.0,5002.0,14959.0,0.0,2.0,2.0,1.0,50.0739287023,0.0,10.0,2.0,4000138316.0,0.0,0.0,14.4141060791,24.0,88.0,1.0,3468.0,0.0,0.0,9.0,112.0,0.0,0.0,7.0,18480.0,,
32,"Budečská, Praha 2 - Vinohrady",1.0,0.0,0.0,0.0,2.0,119368.0,0.0,1.0,5002.0,14967.0,0.0,7.0,7.0,1.0,50.073904,0.0,10.0,2.0,2963109196.0,0.0,0.0,14.441767,83.0,88.0,1.0,3468.0,0.0,0.0,1.0,112.0,0.0,0.0,7.0,29900.0,,
33,"Mlýnská, Praha 6 - Bubeneč",1.0,1.0,0.0,1.0,2.0,120570.0,1.0,0.0,5006.0,14947.0,0.0,6.0,2.0,1.0,50.1084675313231,0.0,10.0,2.0,3391452492.0,0.0,0.0,14.4055032747902,142.0,107.0,1.0,3468.0,0.0,0.0,1.0,112.0,1.0,0.0,3.0,59000.0,,
34,"U starého hřbitova, Praha 1 - Josefov",1.0,0.0,0.0,0.0,2.0,122398.0,0.0,0.0,5001.0,8722.0,0.0,6.0,2.0,1.0,50.0900582899,0.0,10.0,2.0,3151181132.0,1.0,0.0,14.4175411652,137.0,87.0,1.0,3468.0,0.0,1.0,9.0,112.0,0.0,0.0,7.0,55000.0,,
35,"Korunní, Praha 2 - Vinohrady",1.0,2.0,0.0,0.0,2.0,121321.0,0.0,1.0,5002.0,14967.0,0.0,6.0,2.0,0.0,50.0753916514461,0.0,10.0,2.0,2471589196.0,0.0,0.0,14.4494355239051,140.0,88.0,1.0,3468.0,0.0,2.0,1.0,112.0,0.0,5.0,7.0,32000.0,,
36,"Pod Terebkou, Praha 4 - Nusle",1.0,2.0,0.0,0.0,2.0,121473.0,0.0,0.0,5004.0,14960.0,0.0,3.0,2.0,1.0,50.0623207,0.0,10.0,2.0,3539862860.0,0.0,0.0,14.4370728,40.0,90.0,1.0,3468.0,0.0,0.0,1.0,112.0,0.0,0.0,7.0,17500.0,,
37,"Lípová, Praha 2 - Nové Město",1.0,2.0,0.0,0.0,2.0,120394.0,0.0,0.0,5002.0,14959.0,0.0,4.0,2.0,1.0,50.0746851892942,0.0,10.0,2.0,1773409612.0,0.0,0.0,14.4237557925681,47.0,88.0,1.0,3468.0,0.0,0.0,9.0,112.0,0.0,0.0,6.0,23000.0,,
38,"Bílkova, Praha 1 - Staré Město",1.0,1.0,0.0,0.0,2.0,119295.0,0.0,0.0,5001.0,13674.0,0.0,4.0,2.0,1.0,50.0910584625251,0.0,10.0,2.0,3083076940.0,0.0,0.0,14.4203396194445,38.0,87.0,1.0,3468.0,0.0,0.0,9.0,112.0,1.0,0.0,7.0,25000.0,,
39,"Máchova, Praha 2 - Vinohrady",1.0,1.0,0.0,0.0,2.0,120446.0,0.0,0.0,5002.0,14967.0,0.0,6.0,2.0,1.0,50.0717739611438,0.0,10.0,2.0,785106252.0,0.0,0.0,14.4412958907114,63.0,88.0,1.0,3468.0,0.0,0.0,9.0,112.0,1.0,0.0,7.0,32000.0,,
40,"Pařížská, Praha 1 - Josefov",1.0,2.0,0.0,0.0,2.0,121283.0,1.0,0.0,5001.0,8722.0,0.0,7.0,2.0,1.0,50.0896964866356,0.0,10.0,2.0,3936683340.0,1.0,0.0,14.4192367025335,172.0,87.0,1.0,3468.0,0.0,0.0,9.0,112.0,1.0,0.0,7.0,74250.0,,
41,"Pařížská, Praha 1 - Josefov",1.0,2.0,0.0,0.0,2.0,121283.0,0.0,0.0,5001.0,8722.0,0.0,11.0,2.0,1.0,50.0896964866356,0.0,10.0,2.0,1005851980.0,1.0,0.0,14.4192367025335,228.0,87.0,1.0,3468.0,0.0,0.0,9.0,112.0,1.0,0.0,7.0,91200.0,,
42,"Martinická, Praha 9 - Kbely",1.0,1.0,0.0,0.0,2.0,123140.0,0.0,0.0,5009.0,13714.0,0.0,2.0,2.0,1.0,50.1320806555289,0.0,10.0,2.0,3134158156.0,0.0,0.0,14.5513374244325,36.0,125.0,1.0,3468.0,0.0,2.0,6.0,112.0,0.0,0.0,7.0,14000.0,,
43,"Kačírkova, Praha 5 - Jinonice",1.0,1.0,0.0,1.0,2.0,5194972.0,1.0,0.0,5005.0,14954.0,0.0,4.0,2.0,1.0,50.0566904522523,0.0,10.0,2.0,610129228.0,1.0,0.0,14.3763190759876,55.0,97.0,1.0,3468.0,0.0,0.0,1.0,112.0,0.0,0.0,2.0,22990.0,,
44,"Laubova, Praha 3 - Vinohrady",1.0,2.0,0.0,1.0,2.0,120337.0,0.0,0.0,5003.0,14967.0,0.0,6.0,2.0,1.0,50.0790608841371,0.0,10.0,2.0,2195404108.0,0.0,0.0,14.4497546010144,109.0,89.0,1.0,3468.0,0.0,0.0,9.0,112.0,0.0,2.0,4.0,60000.0,,
45,"Sudoměřská, Praha 3 - Žižkov",1.0,1.0,0.0,0.0,2.0,121977.0,1.0,0.0,5003.0,14971.0,0.0,6.0,2.0,1.0,50.0799982056514,0.0,10.0,2.0,2679338316.0,0.0,0.0,14.4588678702577,115.0,89.0,1.0,3468.0,0.0,2.0,1.0,112.0,0.0,0.0,3.0,35900.0,,
46,"Na domovině, Praha 4 - Libuš",1.0,1.0,0.0,1.0,2.0,119852.0,0.0,1.0,5004.0,13683.0,0.0,4.0,2.0,1.0,50.0080872929225,0.0,10.0,2.0,4286645580.0,1.0,0.0,14.4671517133671,53.0,94.0,1.0,3468.0,0.0,2.0,1.0,112.0,1.0,0.0,3.0,23000.0,,
47,"Lumírova, Praha 2 - Nusle",1.0,1.0,0.0,1.0,2.0,120430.0,0.0,0.0,5002.0,14960.0,0.0,2.0,2.0,1.0,50.0633667908866,0.0,10.0,2.0,4175111500.0,0.0,0.0,14.4239760464581,69.0,88.0,1.0,3468.0,0.0,2.0,6.0,112.0,1.0,1.0,4.0,25000.0,,
48,"Hudečkova, Praha - Praha 4",1.0,3.0,0.0,0.0,2.0,119782.0,0.0,1.0,5004.0,-1.0,0.0,5.0,6.0,1.0,50.0429511033061,0.0,10.0,2.0,2134668620.0,1.0,0.0,14.432888233749999,55.0,90.0,1.0,3468.0,0.0,1.0,2.0,112.0,0.0,0.0,0.0,22000.0,,
49,"Bořivojova, Praha 3 - Žižkov",1.0,1.0,0.0,0.0,2.0,119323.0,0.0,0.0,5003.0,14971.0,0.0,6.0,2.0,1.0,50.083214740419,0.0,10.0,2.0,1847948620.0,0.0,0.0,14.4499955395568,85.0,89.0,1.0,3468.0,0.0,0.0,1.0,112.0,0.0,0.0,0.0,30000.0,,
50,"Petrohradská, Praha - Vršovice",1.0,1.0,0.0,0.0,2.0,120343.0,0.0,1.0,5010.0,14968.0,0.0,2.0,2.0,1.0,50.0638988031736,0.0,10.0,2.0,2133161292.0,0.0,0.0,14.452855232248499,34.0,132.0,1.0,3468.0,1.0,1.0,6.0,112.0,0.0,0.0,2.0,18000.0,,
51,"Řehořova, Praha 3 - Žižkov",1.0,2.0,0.0,0.0,2.0,121743.0,0.0,0.0,5003.0,14971.0,0.0,8.0,2.0,1.0,50.0857835926,0.0,10.0,2.0,4106106188.0,0.0,0.0,14.440699087,71.0,89.0,1.0,3468.0,0.0,0.0,9.0,112.0,0.0,0.0,4.0,,,
52,"Lešetínská, Praha - Modřany",1.0,1.0,0.0,1.0,2.0,122213.0,0.0,0.0,5004.0,13681.0,0.0,2.0,2.0,0.0,49.998205784518,0.0,10.0,2.0,1009087820.0,0.0,0.0,14.4125909773781,35.0,92.0,1.0,3468.0,0.0,0.0,2.0,112.0,0.0,0.0,3.0,15000.0,,
53,"Rohanské nábřeží, Praha 8 - Karlín",1.0,1.0,0.0,1.0,2.0,125555.0,1.0,1.0,5008.0,13707.0,0.0,4.0,2.0,1.0,50.0960358052187,0.0,10.0,2.0,150173004.0,1.0,0.0,14.4574643331449,73.0,115.0,1.0,3468.0,0.0,0.0,1.0,112.0,1.0,0.0,7.0,42000.0,,
54,"Mánesova, Praha 2 - Vinohrady",1.0,1.0,0.0,0.0,1.0,120486.0,0.0,0.0,5002.0,14967.0,0.0,7.0,2.0,1.0,50.0779068886628,0.0,10.0,2.0,267531596.0,0.0,0.0,14.4417326583473,105.0,88.0,1.0,3468.0,0.0,0.0,1.0,112.0,0.0,3.0,7.0,41500.0,,
55,"Bořivojova, Praha 3 - Žižkov",1.0,0.0,0.0,0.0,2.0,119323.0,0.0,0.0,5003.0,14971.0,0.0,6.0,2.0,0.0,50.0835577211606,0.0,10.0,2.0,3859182924.0,0.0,0.0,14.4510429827241,84.0,89.0,1.0,3468.0,0.0,0.0,1.0,112.0,0.0,0.0,0.0,30000.0,,
56,"Naardenská, Praha 6 - Liboc",1.0,1.0,0.0,0.0,1.0,150163.0,0.0,0.0,5006.0,13694.0,0.0,9.0,2.0,1.0,50.0896957033893,0.0,10.0,2.0,419239244.0,0.0,0.0,14.3295929779203,138.0,107.0,1.0,3468.0,0.0,0.0,1.0,112.0,1.0,3.0,7.0,36000.0,,
57,"Křemencova, Praha 1 - Nové Město",1.0,1.0,0.0,0.0,1.0,120290.0,1.0,1.0,5001.0,14959.0,0.0,6.0,2.0,2.0,50.0780439616432,0.0,10.0,2.0,3696756044.0,0.0,0.0,14.417754615087,162.0,87.0,1.0,3468.0,0.0,0.0,1.0,112.0,0.0,2.0,7.0,46000.0,,
58,"Pod Kavalírkou, Praha 5 - Košíře",1.0,1.0,0.0,0.0,2.0,121400.0,1.0,1.0,5005.0,13688.0,0.0,6.0,2.0,1.0,50.0693084719043,0.0,10.0,2.0,3302126924.0,0.0,0.0,14.3702080870768,123.0,97.0,1.0,3468.0,0.0,0.0,1.0,112.0,1.0,0.0,3.0,40000.0,,
59,"Holečkova, Praha 5 - Košíře",1.0,1.0,0.0,1.0,2.0,119726.0,0.0,0.0,5005.0,13688.0,0.0,4.0,2.0,2.0,50.0739593477025,0.0,10.0,2.0,3975419212.0,0.0,0.0,14.3945719215067,50.0,97.0,1.0,3468.0,0.0,0.0,1.0,112.0,0.0,1.0,7.0,35000.0,,
60,"Opatovická, Praha 1 - Nové Město",1.0,0.0,0.0,0.0,2.0,121234.0,0.0,0.0,5001.0,14959.0,0.0,5.0,2.0,1.0,50.0795031,0.0,10.0,2.0,1625560396.0,0.0,0.0,14.4174174,61.0,87.0,1.0,3468.0,0.0,0.0,9.0,112.0,0.0,0.0,3.0,23000.0,,
61,"Holečkova, Praha 5 - Košíře",1.0,0.0,0.0,0.0,2.0,119726.0,0.0,0.0,5005.0,13688.0,0.0,4.0,7.0,0.0,50.0715866,0.0,10.0,2.0,3626288204.0,0.0,0.0,14.385704,45.0,97.0,1.0,3468.0,0.0,0.0,9.0,112.0,0.0,0.0,7.0,33000.0,,
62,"U lužického semináře, Praha 1 - Malá Strana",1.0,3.0,0.0,0.0,2.0,122289.0,0.0,0.0,5001.0,14957.0,0.0,4.0,2.0,2.0,50.0874413441,0.0,10.0,2.0,1316492620.0,1.0,0.0,14.4084806703,77.0,87.0,1.0,3468.0,0.0,0.0,1.0,112.0,0.0,0.0,7.0,34000.0,,
63,"Křižíkova, Praha 8 - Karlín",1.0,3.0,0.0,0.0,2.0,120298.0,0.0,1.0,5008.0,13707.0,1.0,4.0,2.0,1.0,50.0935211181641,0.0,10.0,2.0,4122805580.0,0.0,0.0,14.4548501968384,50.0,115.0,1.0,3468.0,0.0,0.0,9.0,112.0,1.0,0.0,3.0,26000.0,,
64,"Krocínova, Praha 1 - Staré Město",1.0,1.0,0.0,0.0,2.0,120279.0,0.0,1.0,5001.0,13674.0,0.0,6.0,2.0,1.0,50.0823211669922,0.0,10.0,2.0,913708364.0,0.0,0.0,14.4146099090576,98.0,87.0,1.0,3468.0,0.0,0.0,1.0,112.0,0.0,0.0,4.0,34500.0,,
65,"Jaromíra Vejvody, Praha 5 - Zbraslav",1.0,0.0,0.0,1.0,2.0,143168.0,0.0,1.0,5005.0,13690.0,0.0,8.0,2.0,1.0,49.96951779441,0.0,10.0,2.0,3794105676.0,0.0,0.0,14.386621407175,96.0,105.0,1.0,3468.0,0.0,0.0,6.0,112.0,1.0,0.0,0.0,29000.0,,
66,"Nepilova, Praha 9 - Vysočany",1.0,3.0,0.0,0.0,2.0,144829.0,0.0,0.0,5009.0,14969.0,0.0,2.0,2.0,1.0,50.1108306766,0.0,10.0,2.0,2487489868.0,0.0,0.0,14.4960039137,39.0,119.0,1.0,3468.0,0.0,0.0,1.0,112.0,0.0,0.0,7.0,14900.0,,
67,"Klapálkova, Praha 10 - Záběhlice",1.0,1.0,0.0,1.0,1.0,125414.0,0.0,1.0,5010.0,14970.0,0.0,2.0,6.0,1.0,50.0443859619587,0.0,10.0,2.0,1082291532.0,1.0,0.0,14.5004871609658,40.0,132.0,1.0,3468.0,0.0,0.0,6.0,112.0,0.0,1.0,7.0,23000.0,,
68,"Kačírkova, Praha 5 - Jinonice",1.0,1.0,0.0,1.0,1.0,5194972.0,0.0,0.0,5005.0,14954.0,1.0,4.0,6.0,1.0,50.0569100567031,0.0,10.0,2.0,390780236.0,0.0,0.0,14.3771873741065,65.0,97.0,1.0,3468.0,0.0,0.0,1.0,112.0,0.0,1.0,7.0,33000.0,,
69,"Březenská, Praha 8 - Libeň",1.0,2.0,0.0,1.0,1.0,5194134.0,0.0,0.0,5008.0,14955.0,0.0,2.0,5.0,1.0,50.1287283571338,0.0,10.0,2.0,2122384716.0,0.0,0.0,14.4836242606875,53.0,115.0,3.0,3468.0,0.0,0.0,1.0,112.0,0.0,6.0,7.0,17000.0,,
70,"Rohanské nábřeží, Praha 8 - Karlín",1.0,1.0,0.0,0.0,1.0,125555.0,1.0,0.0,5008.0,13707.0,0.0,4.0,6.0,1.0,50.0943005412103,0.0,10.0,2.0,3750167884.0,0.0,0.0,14.4477156896509,58.0,115.0,1.0,3468.0,0.0,0.0,1.0,112.0,0.0,0.0,7.0,39500.0,,
71,"Dittrichova, Praha 2 - Nové Město",1.0,1.0,0.0,1.0,2.0,119487.0,0.0,0.0,5002.0,14959.0,0.0,4.0,2.0,2.0,50.0753122166,0.0,10.0,2.0,4109202764.0,0.0,0.0,14.4155805032,69.0,88.0,1.0,3468.0,0.0,0.0,1.0,112.0,0.0,0.0,7.0,23000.0,,
72,"Soběslavská, Praha 3 - Vinohrady",1.0,1.0,0.0,1.0,2.0,121873.0,0.0,0.0,5003.0,14967.0,0.0,5.0,2.0,1.0,50.0772386522,0.0,10.0,2.0,3656217932.0,0.0,0.0,14.4748340502,55.0,89.0,1.0,3468.0,0.0,0.0,2.0,112.0,0.0,0.0,7.0,24000.0,,
73,"Štítného, Praha 3 - Žižkov",1.0,1.0,0.0,1.0,2.0,122069.0,0.0,0.0,5003.0,14971.0,0.0,4.0,7.0,1.0,50.0851875798,0.0,10.0,2.0,3088938316.0,0.0,0.0,14.4531481627,53.0,89.0,1.0,3468.0,0.0,0.0,6.0,112.0,0.0,0.0,7.0,22500.0,,
74,"Pujmanové, Praha 4 - Podolí",1.0,1.0,0.0,1.0,2.0,121634.0,0.0,0.0,5004.0,13677.0,0.0,6.0,6.0,2.0,50.0455126742,0.0,10.0,2.0,2231137612.0,0.0,0.0,14.4335194574,60.0,90.0,1.0,3468.0,0.0,0.0,1.0,112.0,0.0,0.0,7.0,27500.0,,
75,"Komunardů, Praha 7 - Holešovice",1.0,1.0,0.0,1.0,2.0,120185.0,0.0,1.0,5007.0,14951.0,0.0,4.0,7.0,1.0,50.1043111181,0.0,10.0,2.0,3672995148.0,1.0,0.0,14.4497058507,59.0,113.0,1.0,3468.0,0.0,0.0,6.0,112.0,0.0,0.0,7.0,32000.0,,
76,"Pod Haltýřem, Praha 4 - Kunratice",1.0,1.0,0.0,1.0,2.0,150632.0,0.0,1.0,5004.0,13684.0,0.0,4.0,7.0,1.0,50.0211061433,0.0,10.0,2.0,3900273996.0,0.0,0.0,14.4641297942,48.0,93.0,1.0,3468.0,0.0,0.0,1.0,112.0,1.0,0.0,7.0,22000.0,,
77,"Šumperská, Praha 9 - Letňany",1.0,3.0,0.0,1.0,2.0,123102.0,0.0,1.0,5009.0,13717.0,0.0,5.0,2.0,2.0,50.1373628185,0.0,10.0,2.0,686359884.0,1.0,0.0,14.5097551324,54.0,128.0,1.0,3468.0,0.0,0.0,1.0,112.0,0.0,0.0,7.0,19500.0,,
